"1750","AAR Corp","10200000","954100000","412000000","214800000","613300000","69000000","85000000",\N,"845100000","644300000","159300000","1594300000",\N,"171400000",\N,"69100000","26500000",\N,"42700000","-28500000",\N,"0","0","1515000000","54700000","-678100000","689200000","-43000000",\N,"123500000"
"1800","Abbott Laboratories","2284000000","15261000000","10532000000","5935000000","12632000000","55000000","3408000000",\N,"21526000000","22874000000",\N,"20247000000",\N,"6530000000",\N,\N,"150000000",\N,"182000000","797000000",\N,"2","1","41275000000","4063000000","-2742000000","-202000000","3675000000","2599000000","10067000000"
"1923","Servidyne, Inc.",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1961","Worlds Inc","-982577",\N,\N,\N,\N,\N,\N,\N,"-4604312","-36258612",\N,\N,\N,"455613",\N,\N,"-358835","9625",\N,\N,\N,"0",\N,\N,\N,"101000",\N,"-95473","-815844",\N
"2034","Aceto Corp","33483000","310310000","125000000","10456000","20008000","10197000","99960000","235563000","254211000","167208000","135434000","546951000",\N,"73159000","5942000",\N,"3954000",\N,"3954000","20382000","25459000","1","1","489774000","34020000",\N,\N,\N,"56333000","67870000"
"2098","Acme United Corp","4789005","57511406","15363180","6930541","15628776",\N,"24146841","39880030","39428056","33784270","38185611",\N,"107222306","30791150","665000",\N,\N,"490110","489351","2013720","1421677","1","1","79308086","2285660","1309673","-15193423","4649020","7394461","1375000"
"2178","Adams Resources & Energy, Inc.","6523000","250945000","168603000","84871000","217951000",\N,\N,"183317000","157497000","145382000",\N,\N,"4132826000",\N,\N,"24615000","2000",\N,"2000","3561000",\N,\N,\N,"340814000","80184000","-3711000","-23971000","47133000","9481000",\N
"2186","BK Technologies, Inc.","1623000","32405000","3541000","1282000",\N,\N,\N,"3753000","33233000","218000",\N,\N,\N,"10659000","3694000","460000",\N,\N,"0","900000",\N,"0","0","36986000","11363000","144000","-697000","3971000","2528000",\N
"2488","Advanced Micro Devices Inc","-403000000","2736000000","1440000000","302000000","1680000000",\N,"2025000000",\N,"187000000","-6646000000","1839000000","5506000000",\N,"604000000","1072000000",\N,"177000000",\N,\N,"5000000","7000000","-1","-1","3767000000","805000000","46000000","-12000000","-98000000","-155000000","320000000"
"2491","Bally Technologies, Inc.",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"2601","Aeroflex Inc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"2969","AIR Products & Chemicals Inc /DE/","991700000","3294800000","2963000000","9532100000","20223500000","65300000","4824500000","9970500000","7365800000","9993200000","2804400000","10439000000",\N,"1059300000","141400000","956900000","125100000",\N,\N,"366000000",\N,"5","5","17779100000","336600000",\N,\N,\N,"1328200000","1237300000"
"3116","Akorn Inc","35345000","494329000","134165000","143788000","185877000","10450000","1114481000","1520150000","386751000","50711000","297590000","593078000",\N,"95463000","29199000","58538000",\N,\N,"31413000","23288000",\N,"0","0","1906901000","70680000","972308000","-966541000","30918000","96715000","278774000"
"3146","Spire Alabama Inc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"3153","Alabama Power CO",\N,"6370000000","8967000000","54868000000","70013000000",\N,\N,"49583000000","19949000000","9609000000",\N,\N,"18467000000",\N,\N,\N,\N,\N,\N,"977000000","272000000","2","2","70923000000","710000000","644000000","-6408000000","5815000000","3642000000",\N
"3197","Ceco Environmental Corp","13077000","142967000","75351000","18961000","34186000","8887000","103541000","233141000","181224000","19051000","84823000","263217000",\N,"51440000",\N,"11268000","3138000",\N,"2816000","3137000","8665000","1","1","414365000","19362000",\N,\N,\N,"21663000","167547000"
"3453","Matson, Inc.","70800000","519500000","223500000","691200000","1798200000","21600000","352000000",\N,"363800000","109800000",\N,"1714200000",\N,"147300000",\N,"69700000","17300000",\N,\N,"51900000","30200000","2","2","1401800000","293400000",\N,\N,\N,"140000000","27400000"
"3499","Alexanders Inc","67925000",\N,\N,\N,\N,\N,\N,"1074817000","348399000","299004000",\N,\N,\N,\N,\N,"31919000",\N,\N,"30656000","-341000",\N,\N,\N,"1423216000","227815000",\N,\N,\N,"96689000",\N
"3545","Alico Inc","8050000","112072000","15696000","87432000",\N,"2000000","32000000","58130000","145437000","134968000","20090000",\N,"88680000",\N,\N,"7880000","969000",\N,"954000","3733000","1177000","1","1","203567000","30779000",\N,\N,\N,"7856000",\N
"3570","Cheniere Energy Inc","-547932000","2258877000","232475000","9246753000",\N,\N,"9806084000",\N,"-164177000","-2648839000",\N,\N,"267954000",\N,"54376000",\N,"181236000",\N,\N,"4143000",\N,\N,\N,"12573683000","1747583000","1122847000","-211987000","-124119000","-273568000","76819000"
"3952","Allied Defense Group Inc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"3982","Allis Chalmers Energy Inc.",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4127","Skyworks Solutions, Inc.","457700000","1429200000","297600000","555900000","1177100000",\N,\N,"441400000","2532400000","794900000","1022700000","2291500000",\N,"179100000","252200000",\N,\N,\N,"0","107500000",\N,"2","2","2973800000","805800000",\N,\N,\N,"565200000","851000000"
"4187","Industrial Services OF America Inc","-7273000","18820000","21285000","18742000","47610000","15911000","0",\N,"16505000","-7652000",\N,"117404000",\N,"7184000",\N,"3119000",\N,\N,"838000","38000",\N,"-1","-1","37790000","1059000","322000","-253000","-599000","-6503000",\N
"4281","Arconic Inc.","268000000","8269000000","5541000000","16426000000","34051000000","29000000","8769000000","22605000000","12306000000","9379000000",\N,\N,\N,"995000000","218000000","1372000000","473000000",\N,\N,"320000000","301000000","0","0","37399000000","1877000000",\N,\N,"1674000000",\N,"5247000000"
"4447","Hess Corp","2317000000","6687000000","4851000000","27517000000","46522000000",\N,"5919000000","16258000000","22205000000","20052000000",\N,\N,"11439000000",\N,\N,"3224000000","323000000",\N,\N,"744000000","455000000","8","8","38578000000","2444000000","-3835000000","1000000","4464000000",\N,"1858000000"
