"1750","AAR Corp","15600000","942700000","333300000","133200000","347600000",\N,"177200000",\N,\N,"733200000","294600000","1748300000",\N,"208600000",\N,"40500000","8000000",\N,\N,"3500000",\N,"0","0","1524700000","31100000","10000000","-42900000","64300000",\N,"118700000"
"1800","Abbott Laboratories","477000000","20147000000","8912000000","7607000000","15265000000","508000000","27210000000",\N,"30897000000","23978000000",\N,"27390000000",\N,"9117000000",\N,\N,"904000000",\N,\N,"1878000000","570000000","0","0","76250000000","9407000000","-5281000000","-9618000000","5570000000","1726000000","24020000000"
"1923","Servidyne, Inc.",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"1961","Worlds Inc","-2746968","184227","4409843",\N,\N,"725000",\N,\N,"-4950614","-44125701",\N,\N,\N,"503599",\N,\N,"-45000",\N,\N,\N,\N,"0",\N,"184227","168229","318382",\N,"-243532","-3022727",\N
"2034","Aceto Corp","-316121000","502627000","302518000","14180000","26870000","14482000","302916000","671739000","95285000","-126737000","111563000",\N,\N,"122376000","7933000",\N,"20855000",\N,"13085000","23299000","5272000","-9","-9","767024000","100874000","-48863000","-8281000","101806000","-275012000","1883000"
"2098","Acme United Corp","4052479","77817645","16782971","13728139","27233053",\N,"43450348","64791813","49937993","44467077","47899273",\N,"130550000","40103220","752000",\N,\N,"1356536",\N,"2440818","1570370","1","1","114729806","9338269","12909468","-14379308","4810876","7796053","4696370"
"2178","Adams Resources & Energy, Inc.","-482000","245685000","129598000","29362000","126276000",\N,\N,"135585000","147119000","135004000",\N,\N,"1322060000",\N,\N,"13599000","27000",\N,"22000","-2945000",\N,\N,\N,"282704000","109393000",\N,\N,\N,"1502000",\N
"2186","BK Technologies, Inc.","-3626000","36985000","10313000","2201000",\N,\N,\N,"10794000","32007000","-5450000",\N,\N,\N,"14577000","5000000","808000",\N,\N,\N,"-1824000",\N,"0","0","42801000","7147000","-3491000","2014000","-2286000","-5027000",\N
"2488","Advanced Micro Devices Inc","43000000","2622000000","1486000000","261000000","1001000000",\N,"1325000000",\N,"611000000","-7760000000","1823000000","5329000000",\N,"511000000","1160000000","144000000","126000000",\N,\N,"19000000","20000000","0","0","3540000000","1185000000","-33000000","-114000000","68000000","204000000","289000000"
"2491","Bally Technologies, Inc.",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"2601","Aeroflex Inc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"2969","AIR Products & Chemicals Inc /DE/","3000400000","5876700000","2489000000","8440200000","19547800000",\N,\N,"8281700000","10086200000","12846600000","2434200000","8187600000",\N,"715600000","57800000","865800000","120600000",\N,\N,"260900000","1348800000","14","14","18467200000","3273600000",\N,\N,\N,"1427600000","721500000"
"3116","Akorn Inc","-24550000","730151000","171089000","313418000",\N,\N,"815195000","1078266000","831245000","294741000","433147000","841045000",\N,"216086000","80502000","85173000",\N,\N,"45472000","-34648000",\N,"0","0","1909511000","368119000","7594000","-90555000","249264000","-17656000","285310000"
"3146","Spire Alabama Inc","161600000","725500000","1097900000","52000000",\N,\N,"1995000000",\N,"1991300000","614200000",\N,\N,\N,\N,\N,\N,"89100000",\N,\N,"77600000","-1300000","3","3","6546700000","7400000","147400000","-433500000","288300000","321700000","1171600000"
"3153","Alabama Power CO",\N,"10072000000","13594000000","79872000000","103542000000",\N,\N,"85153000000","24167000000","8885000000",\N,\N,"23031000000",\N,\N,\N,\N,\N,\N,"142000000","-410000000","1","1","111005000000","2130000000","951000000","-7191000000","6395000000","2551000000","6268000000"
"3197","Ceco Environmental Corp","-3029000","173942000","107851000","23400000","44758000","11296000","103537000","251980000","186569000","-52673000","113194000","345051000",\N,"88975000",\N,"16088000","6721000",\N,"5686000","4438000","3048000","0","0","438549000","29902000",\N,\N,\N,"8024000","166951000"
"3453","Matson, Inc.","232000000","266000000","286300000","1165700000","2444200000","30800000","826300000",\N,"678200000","381500000",\N,"2046900000",\N,"208500000",\N,"101200000","24200000",\N,\N,"-106800000","2600000","5","5","2247500000","19800000","57900000","-276900000","224900000","149400000","323700000"
